label,full_text,username,clean_text,stemmed_text
netral,Tenang sudah diRuqyah\n\n#BSI #bsidown #BankSyariahIndonesia #ruqyah #banksyariah https://t.co/wOZdwmIcSp,panenkripto,tenang sudah diruqyahnn ,tenang sudah diruqyahnn
netral,Apa sudah ada yang bisa? #bsi #bsierror #BankSyariahIndonesia https://t.co/wcpWLEaMO5,_triwarni_11,apa sudah ada yang bisa ,apa sudah ada yang bisa
netral,#BankSyariahIndonesia ada apa denganmu?,SlGlT, ada apa denganmu,ada apa dengan
negatif,#StopBayarPajak\n#OpIndonesia \n#BankSyariahIndonesia \n@awbimaxx terus kritik @jokowi ini gue serang bank sampe down fuck badgov . @Dan4Indonesia ini salah satu lamer pro megachan ðŸ˜ gue bjorka yg gempur dgn carding dan frauding etc indonesia hancur seperti palestina be indosrael . https://t.co/qw5raQyhNl,RendyWi67527372,n n nawbimaxx terus kritik jokowi ini gue serang bank sampe down fuck badgov dan ini salah satu lamer pro megachan ðÿ gue bjorka yg gempur dgn carding dan frauding etc indonesia hancur seperti palestina be indosrael ,n n nawbimaxx terus kritik jokowi ini gue serang bank sampe down fuck badgov dan ini salah satu lamer pro megachan gue bjorka yg gempur dgn carding dan frauding etc indonesia hancur seperti palestina be indosrael
netral,sudah saatnya kita mengkaji kembali Qanun Aceh Nomor 11 Tahun 2018 Tentang Lembaga Keuangan SyariahÂ #aceh #BankSyariahIndonesia #bsidown\n https://t.co/PpcfIkYNc8,aceh_antaranews,sudah saatnya kita mengkaji kembali qanun aceh nomor tahun tentang lembaga keuangan syariahâ n ,sudah saat kita kaji kembali qanun aceh nomor tahun tentang lembaga uang syariah n
netral,Sekilas info,,sekilas info,kilas info
netral,Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas kepercayaannya sampai saat ini kepada Bank Syariah Indonesia.\n\n#BankSyariahIndonesia\n#TumbuhSeimbangBerkelanjutan,bankbsi_id,kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas kepercayaannya sampai saat ini kepada bank syariah nnn,kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas percaya sampai saat ini kepada bank syariah nnn
negatif,Kecewa Penanganan Gangguan Sistem,,kecewa penanganan gangguan sistem,kecewa tangan ganggu sistem
negatif,Buntut BSI Error,,buntut bsi error,buntut bsi error
positif,@bankbsi_id alhamdulillah sudah pulih,,bankbsi_id alhamdulillah sudah pulih,bankbsi id alhamdulillah sudah pulih
positif,@bankbsi_id Alhamdulillah,,bankbsi_id alhamdulillah,bankbsi id alhamdulillah
positif,Kami ucapkan terima kasih atas kepercayaannya sampai saat ini kepada Bank Syariah Indonesia.\n\n#BankSyariahIndonesia #TumbuhSeimbangDanBerkelanjutan,bankbsi_id,kami ucapkan terima kasih atas kepercayaannya sampai saat ini kepada bank syariah nn ,kami ucap terima kasih atas percaya sampai saat ini kepada bank syariah nn
negatif,Waduhhh bsi mobile appa masih error yaa ? #BankSyariahIndonesia,iqbalbil,waduhhh bsi mobile appa masih error yaa ,waduhhh bsi mobile appa masih error yaa
positif,Dirut BSI: Alhamdulillah Layanan Cabang,,dirut bsi alhamdulillah layanan cabang,dirut bsi alhamdulillah layan cabang
netral,Nasabah BSI :\n#bsimobile #bsierror #bsimobile #BankSyariahIndonesia\n@bankbsi_id @Hery_Gunardi @erickthohir https://t.co/lOGk33UuoV,MandaRiyanto49,nasabah bsi n nbankbsi_id hery_gunardi erickthohir ,nasabah bsi n nbankbsi id hery gunardi erickthohir
negatif,Setelah 4 hari eror,,setelah hari eror,telah hari eror
netral,âœ¨ Rekomendasi lip balm harga ramah dikantong ðŸ«¶\n\nRomand lipbalm\nhttps://t.co/4Hcno6vLVU\n\nMalaysia #BankSyariahIndonesia\nnangis sekebon CPNS Unpad Pangandaran NTC 2020 Coldplay SBMPTN chanyeol my EXO https://t.co/FUGNv01LDC,txtdarilielie,âœ rekomendasi lip balm harga ramah dikantong ðÿnnromand lipbalmn nnangis sekebon cpns unpad pangandaran ntc coldplay sbmptn chanyeol my exo ,rekomendasi lip balm harga ramah kantong nnromand lipbalmn nnangis kebon cpns unpad pangandaran ntc coldplay sbmptn chanyeol my exo
netral,Dirut BSI: Layanan BSI Cabang,,dirut bsi layanan bsi cabang,dirut bsi layan bsi cabang
positif,acehkini: Dirut BSI: Alhamdulillah Layanan Cabang,,acehkini dirut bsi alhamdulillah layanan cabang,acehkini dirut bsi alhamdulillah layan cabang
negatif,Kok belum bisa Tf ya @bankbsi_id .#BankSyariahIndonesia,ROZI467,kok belum bisa tf ya bankbsi_id ,kok belum bisa tf ya bankbsi id
negatif,Waspadai Kepanikan,,waspadai kepanikan,waspada panik
positif,Alhamdulillah akhirnya Mobile BSI bisa diakses,,alhamdulillah akhirnya mobile bsi bisa diakses,alhamdulillah akhir mobile bsi bisa akses
netral,Ada Yang punya kenalan bisa rukyah ATM? tolong infonya.\n.\n.\n.\n#BSI #banksyariahindonesia #bsierror #bsidown #BSIeror https://t.co/U8zZ5274wO,JumarTono4,ada yang punya kenalan bisa rukyah atm tolong infonyannnn ,ada yang punya kenal bisa rukyah atm tolong infonyannnn
positif,Lemesin dulu di hari ketiga -- #BankSyariahIndonesia \nTadi dpt kabar ada yg udh bisa nerima TF\nAda yang udah bisa juga? https://t.co/qAH7ngynLz,AZakiKarim,lemesin dulu di hari ketiga ntadi dpt kabar ada yg udh bisa nerima tfnada yang udah bisa juga ,lemesin dulu di hari tiga ntadi dpt kabar ada yg udh bisa nerima tfnada yang udah bisa juga
netral,tak bisakah dikoordinasikan hingga diatasi oleh @PolriCyber @DivHumas_Polri @ListyoSigitP ,,tak bisakah dikoordinasikan hingga diatasi oleh polricyber divhumas_polri listyosigitp ,tak bisa koordinasi hingga atas oleh polricyber divhumas polri listyosigitp
negatif,Apa kabar #BSI udah 3 hari masih erorðŸ˜©\n.\n.\n.\n#BSI #banksyariahindonesia #bsierror #bsidown #BSIeror,asCewsolo,apa kabar udah hari masih erorðÿnnnn ,apa kabar udah hari masih eror nnnn
netral,Ustadz Hasan Bishri Diminta Ruqyah Ruang Server Bank BSI,,ustadz hasan bishri diminta ruqyah ruang server bank bsi,ustadz hasan bishri minta ruqyah ruang server bank bsi
netral,BSI... Minta verifikasi dari mulai senyum,,bsi minta verifikasi dari mulai senyum,bsi minta verifikasi dari mulai senyum
negatif,#BankSyariahIndonesia\nSampai hari ini layanan masih belum bisa diatasi ? Mau sampai kapan ??,Athillafach1,nsampai hari ini layanan masih belum bisa diatasi mau sampai kapan ,nsampai hari ini layan masih belum bisa atas mau sampai kapan
netral,@bankbsi_id #BankSyariahIndonesia #bsi https://t.co/zVwBSgzmGK,ZackieGhufron,bankbsi_id ,bankbsi id
negatif,Emang gak ada empatinya ini @bankbsi_id\nGak ada permintaan maaf atau klarifikasi apa.\n\nMasa harus selesai dulu baru:\n'mohon maaf terkait masalah kemarin'.\n\nYa kalau butuh waktu satu haru solved its ok.\nTapi ini....\n\n#BankSyariahIndonesia https://t.co/6nF32sc8lK,trysutrisyes,emang gak ada empatinya ini bankbsi_idngak ada permintaan maaf atau klarifikasi apannmasa harus selesai dulu barunmohon maaf terkait masalah kemarinnnya kalau butuh waktu satu haru solved its okntapi ininn ,emang gak ada empati ini bankbsi idngak ada minta maaf atau klarifikasi apannmasa harus selesai dulu barunmohon maaf kait masalah kemarinnnya kalau butuh waktu satu haru solved its okntapi ininn
negatif,Masa udah 3 hari masi gabisa\nIni bank kok santui bener ya\n#bsierror #bsimobile #bsidown #BankBSIDzolim #BankSyariahIndonesia https://t.co/ohbMPrOqE4,dobleell,masa udah hari masi gabisanini bank kok santui bener yan ,masa udah hari mas gabisanini bank kok santui bener yan
negatif,Awas banyak modus sejak chaos BSI ini #banksyariahindonesia,temmykusumah,awas banyak modus sejak chaos bsi ini ,awas banyak modus sejak chaos bsi ini
negatif,Dari kemarin masih error min @bankbsi_id klo maintenance nggk mungkin seharian penuh kan ??? \n#BankSyariahIndonesia #bsierror #bsimobile https://t.co/VwOMzPL0gD,gallanpw,dari kemarin masih error min bankbsi_id klo maintenance nggk mungkin seharian penuh kan n ,dari kemarin masih error min bankbsi id klo maintenance nggk mungkin hari penuh kan n
negatif,@Strategi_Bisnis Ni bsi mo sampai kapan sihhh,,strategi_bisnis ni bsi mo sampai kapan sihhh,strategi bisnis ni bsi mo sampai kapan sihhh
negatif,Layanan BSI Hari Ini Masih Gangguan,,layanan bsi hari ini masih gangguan,layan bsi hari ini masih ganggu
negatif,#banksyariahindonesia\nMau ambil tunai di cabang pamulang sudah 3 jam belum beres...,,nmau ambil tunai di cabang pamulang sudah jam belum beres,nmau ambil tunai di cabang pamulang sudah jam belum beres
netral,#BankSyariahIndonesia yok bisa yok....normal lagi yok!,dasuciana, yok bisa yoknormal lagi yok,yok bisa yoknormal lagi yok
netral,BSI oh BSI hayu atuh kapan bisa lagi m banking nya ðŸ˜­ #BankSyariahIndonesia  #bsi,dyaspuspita,bsi oh bsi hayu atuh kapan bisa lagi m banking nya ðÿ ,bsi oh bsi hayu atuh kapan bisa lagi m banking nya
netral,@bankbsi_id gimaanaaa ini? \n#bsi #BankSyariahIndonesia https://t.co/rlirDZyxkp,duasinggitaja,bankbsi_id gimaanaaa ini n ,bankbsi id gimaanaaa ini n
netral,@adearmando61 Supaya anggaran turun,,adearmando supaya anggaran turun,adearmando supaya anggar turun
negatif,JUJUR GUE NYESEL PAKE BSI\nKASIH AKSES 5 MENIT GUE TARIK SEMUA UANG GUE,,jujur gue nyesel pake bsinkasih akses menit gue tarik semua uang gue,jujur gue nyesel pake bsinkasih akses menit gue tarik semua uang gue
negatif,Sudah 3hari loh @bankbsi_id #bsidown #BankSyariahIndonesia https://t.co/cnLk5kskJ9,JungEunSeok96,sudah hari loh bankbsi_id ,sudah hari loh bankbsi id
negatif,#BankSyariahIndonesia kenapa nih kok eror berhari hari,widitaandaka, kenapa nih kok eror berhari hari,kenapa nih kok eror hari hari
negatif,Legislator Aceh mengatakan Ini BSI harus ada kompensasi kepada nasabah yang alami kerugian karena BSI error,,legislator aceh mengatakan ini bsi harus ada kompensasi kepada nasabah yang alami kerugian karena bsi error,legislator aceh kata ini bsi harus ada kompensasi kepada nasabah yang alami rugi karena bsi error
netral,Apakah @bankbsi_id sudah normal? Apakah ada klarifikasi resmi terkait kejadia ini secara detail? Butuh infomasi #BankSyariahIndonesia,AminPranoto,apakah bankbsi_id sudah normal apakah ada klarifikasi resmi terkait kejadia ini secara detail butuh infomasi ,apakah bankbsi id sudah normal apakah ada klarifikasi resmi kait kejadia ini cara detail butuh infomasi
positif,BSI Maslahat bersama @bankbsi_id \nmenyalurkan bantuan kepada Tazkia Baitulmal berupa 1 ton beras untuk 130 santri penghafal Al-Qur'an yang berada di Cigudeng,,bsi maslahat bersama bankbsi_id nmenyalurkan bantuan kepada tazkia baitulmal berupa ton beras untuk santri penghafal alquran yang berada di cigudeng,bsi maslahat sama bankbsi id nmenyalurkan bantu kepada tazkia baitulmal upa ton beras untuk santri hafal alquran yang ada di cigudeng
negatif,KAPOK PAKE @bankbsi_id\nUDAH 3 HARI GA BISA TRANSAKSI \nPAYAH ðŸ‘ŽðŸ‘ŽðŸ‘Ž\n\n#bankbsi\n#bsimobile\n#banksyariahindonesia,aryyusrizal,kapok pake bankbsi_idnudah hari ga bisa transaksi npayah ðÿžðÿžðÿžnnnn,kapok pake bankbsi idnudah hari ga bisa transaksi npayah nnnn
netral,No time to get ready for your meeting? Use xpression camera to be dressed for all occasions.,xpression_app,no time to get ready for your meeting use xpression camera to be dressed for all occasions,no time to get ready for your meeting use xpression camera to be dressed for all occasions
positif,resmi @banksyariahindonesia yang menyatakan bahwa layanan kembali normal maka saya mencoba untuk login kembali ke akun saya seperti sediakala. Tetapi ketika saya melakukan aktivasi kembali terjadi masalah pada proses verifikasi wajah sehingga saya terus mencoba mengulang hingga-,Skayybr,resmi banksyariahindonesia yang menyatakan bahwa layanan kembali normal maka saya mencoba untuk login kembali ke akun saya seperti sediakala tetapi ketika saya melakukan aktivasi kembali terjadi masalah pada proses verifikasi wajah sehingga saya terus mencoba mengulang hingga,resmi banksyariahindonesia yang nyata bahwa layan kembali normal maka saya coba untuk login kembali ke akun saya seperti sediakala tetapi ketika saya laku aktivasi kembali jadi masalah pada proses verifikasi wajah sehingga saya terus coba ulang hingga
negatif,Sudah 3 Hari Layanan BSI Gangguan,,sudah hari layanan bsi gangguan,sudah hari layan bsi ganggu
positif,@bankbsi_id Bank BSI memang ok\n#BankSyariahIndonesia,parno19702,bankbsi_id bank bsi memang okn,bankbsi id bank bsi memang okn
negatif,Banjir Keluhan Akibat Layanan Error,,banjir keluhan akibat layanan error,banjir keluh akibat layan error
negatif,Katanya Bank Berbasis Syariah,,katanya bank berbasis syariah,kata bank bas syariah
negatif,Error Berhari-hari,,error berharihari,error berharihari
netral,Masih belum bisa transaksi min? @bankbsi_id \n#bsimobile #bsi #banksyariahindonesia\n#Mbanking https://t.co/dWEyhVTDgo,BDM_94,masih belum bisa transaksi min bankbsi_id n n ,masih belum bisa transaksi min bankbsi id n n
negatif,BSI Mobile Down Berhari-hari,,bsi mobile down berharihari,bsi mobile down berharihari
positif,#BankSyariahIndonesia harga sahamnya naik,, harga sahamnya naik,harga saham naik
negatif,Ada kabar baik dari Bank BSI soal BSI Mobile yang error selama 3 hari ini. Yuk simak #BankBSIDzolim #Bankbsi #BankSyariahIndonesia \n\nhttps://t.co/oxjSrP3CPa,berita_diy,ada kabar baik dari bank bsi soal bsi mobile yang error selama hari ini yuk simak nn,ada kabar baik dari bank bsi soal bsi mobile yang error lama hari ini yuk simak nn
negatif,#BankSyariahIndonesia ini masih aja error ya ???,gantiravee, ini masih aja error ya ,ini masih aja error ya
positif,BSI senantiasa berkomitmen untuk terus meningkatkan pelayanan kepada seluruh nasabah dan kami menyampaikan terima kasih atas kepercayaan yang telah diberikan kepada Bank Syariah Indonesia.\n\n#BankSyariahIndonesia,bankbsi_id,bsi senantiasa berkomitmen untuk terus meningkatkan pelayanan kepada seluruh nasabah dan kami menyampaikan terima kasih atas kepercayaan yang telah diberikan kepada bank syariah nn,bsi senantiasa komitmen untuk terus tingkat layan kepada seluruh nasabah dan kami sampai terima kasih atas percaya yang telah beri kepada bank syariah nn
negatif,Udah lebih dari 24jam segala jenis transaksi dari BSI masih belum bisa dilakukan. Mbanking,,udah lebih dari jam segala jenis transaksi dari bsi masih belum bisa dilakukan mbanking,udah lebih dari jam segala jenis transaksi dari bsi masih belum bisa laku mbanking
negatif,Sungguh.. alasan mana lagi yang akan kau dustakan.. ðŸ«£ðŸ¤£ðŸ˜ŒðŸ˜”\n\n#bsimobile #BankSyariahIndonesia #bsierror #bsimaintenencemodeon #dukanasabahbsi https://t.co/idOaSLC1Gr,Afrianto70,sungguh alasan mana lagi yang akan kau dustakan ðÿðÿðÿœðÿnn ,sungguh alas mana lagi yang akan kau dusta nn
netral,di Aceh hanya dua yaitu Bank Aceh dan BSI,,di aceh hanya dua yaitu bank aceh dan bsi,di aceh hanya dua yaitu bank aceh dan bsi
netral,Assalamualaikum,,assalamualaikum,assalamualaikum
netral,saat sistemnya kini hanya ada di satu bank yaitu BSI,,saat sistemnya kini hanya ada di satu bank yaitu bsi,saat sistem kini hanya ada di satu bank yaitu bsi
netral,Meski belum sepenuhnya fasilitas BSI yang memulih,,meski belum sepenuhnya fasilitas bsi yang memulih,meski belum sepenuh fasilitas bsi yang pulih
positif,Bantuan tersebut diharapkan bisa memberikan kemaslahatan untuk para penerima manfaatnya. Terima kasih kepada para donatur dan nasabah PT Bank Syariah Indonesia Tbk atas donasi dan ZISWAFnya dalam membantu mereka yang membutuhkan.\n\n#BankSyariahIndonesia\n#BSIMobile\n#BSIMaslahat https://t.co/XUTcd192lU,BSIMaslahat,bantuan tersebut diharapkan bisa memberikan kemaslahatan untuk para penerima manfaatnya terima kasih kepada para donatur dan nasabah pt bank syariah tbk atas donasi dan ziswafnya dalam membantu mereka yang membutuhkannnnn ,bantu sebut harap bisa beri maslahat untuk para terima manfaat terima kasih kepada para donatur dan nasabah pt bank syariah tbk atas donasi dan ziswafnya dalam bantu mereka yang membutuhkannnnn
negatif,"Maintenance"" itu seharusnya terjadwal",,maintenance itu seharusnya terjadwal,maintenance itu harus jadwal
netral,Pastikan kalian selalu waspada dan sebarkan informasi ini kepada orang terdekat ya. \n\n#BankSyariahIndonesia #HindariModusPenipuan #TransaksiAmanBarengBSI,bankbsi_id,pastikan kalian selalu waspada dan sebarkan informasi ini kepada orang terdekat ya nn ,pasti kalian selalu waspada dan sebar informasi ini kepada orang dekat ya nn
netral,Ada apa dengan bank BSI,,ada apa dengan bank bsi,ada apa dengan bank bsi
netral,Selama Ramadan 1444H,,selama ramadan h,lama ramadan h
negatif,perkara lo ya ngentot @banksyariahindonesia gua lembur seminggu + ke kantor cabang ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•,gasempet,perkara lo ya ngentot banksyariahindonesia gua lembur seminggu ke kantor cabang ðÿðÿðÿðÿðÿðÿðÿðÿ,perkara lo ya ngentot banksyariahindonesia gua lembur minggu ke kantor cabang
negatif,dampak gangguan layanan BSI menyebabkan ratusan ribu warga di Aceh tak bisa melakukan transaksi melalui perbankan karena tidak bisa diakses sama sekali baik untuk transaksi sesama nasabah maupun transaksi antarbank #BankSyariahIndonesia #bsidown\n https://t.co/5MoGQdyWt6,aceh_antaranews,dampak gangguan layanan bsi menyebabkan ratusan ribu warga di aceh tak bisa melakukan transaksi melalui perbankan karena tidak bisa diakses sama sekali baik untuk transaksi sesama nasabah maupun transaksi antarbank n ,dampak ganggu layan bsi sebab ratus ribu warga di aceh tak bisa laku transaksi lalu perban karena tidak bisa akses sama sekali baik untuk transaksi sama nasabah maupun transaksi antarbank n
